name,sku,upc,price,availableQuantity,imageUrl1,imageurl2,imageUrl3,imageurl4,imageurl5,imageurl6,imageurl7,imageUrl8,imageurl9,imageurl10
"14"" VINTAGE RED BELSNICKLE",9055,636173549123,18.95,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/2806/images/26295/9055-_9056-___27054.1677864229.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/2806/images/26296/9055__30681.1677864229.1280.1280.jpg?c=1,,,,,,,,
"10"" VINTAGE RED BELSNICKLE",9056,636173549130,12.95,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/2807/images/27805/9056_2__78834.1682969874.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/2807/images/27642/9056__35459.1680632205.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/2807/images/26298/9055-_9056-__8okt-7p__25875.1680632202.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/2807/images/26299/9054-_9056__25767.1680632202.1280.1280.jpg?c=1,,,,,,
"17"" VINTAGE WHITE BELSNICKLE",9058,636173549154,22.5,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/2808/images/26301/9058__56093.1677864230.1280.1280.jpg?c=1,,,,,,,,,
"14"" VINTAGE WHITE BELSNICKLE",9059,636173549161,18.95,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/2809/images/26302/9059__31109.1677864230.1280.1280.jpg?c=1,,,,,,,,,
"10"" VINTAGE WHITE BELSNICKLE",9060,636173549178,12.95,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/2810/images/27806/9060_2__70009.1682969943.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/2810/images/27643/9060__86046.1682969940.1280.1280.jpg?c=1,,,,,,,,
LARGE GERMAN SHEEP PULL TOY,9114,636173549284,51.75,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/7713/images/23845/9114_3__50591.1677257649.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/7713/images/23846/9114__55560.1677257649.1280.1280.jpg?c=1,,,,,,,,
MEDIUM GERMAN SHEEP PULL TOY,9115,636173549291,38.5,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/7714/images/23847/9115_2__26250.1677257649.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/7714/images/23848/9115__95071.1677257649.1280.1280.jpg?c=1,,,,,,,,
SNOWMAN WITH HAT ORNAMENT,9320,636173549338,5.75,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/2812/images/26258/9320__16905.1677862046.1280.1280.jpg?c=1,,,,,,,,,
SMALL SNOWMAN W/HAT ORNAMENT,9320S,636173557937,2.75,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/2871/images/26264/9320S__2___33307.1677862210.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/2871/images/26265/9320S__22904.1677862210.1280.1280.jpg?c=1,,,,,,,,
SNOWMAN HEAD ORNAMENT,9321,636173549345,5.5,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/2813/images/27636/9321__23084.1680621288.1280.1280.jpg?c=1,,,,,,,,,
SMALL SNOWMAN HEAD ORNAMENT,9321S,636173557944,2.75,4,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/2872/images/26397/9321S__74210.1677864251.1280.1280.jpg?c=1,,,,,,,,,
"11"" ORANGE BIG MOUTH PUMPKIN",9340,636173549352,24.95,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/2814/images/26308/9340_4__30434.1677864232.1280.1280.jpg?c=1,,,,,,,,,
"11"" WHITE BIG MOUTH PUMPKIN",9340W,636173557951,24.95,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/2873/images/26398/9340W____60274.1677864252.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/2873/images/26399/9340W__26301.1677864252.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/2873/images/26400/white_wide_mouth_pumpkin_family__95612.1677864252.1280.1280.jpg?c=1,,,,,,,
"8"" ORANGE BIG MOUTH PUMPKIN",9341,636173549369,15.5,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/2815/images/26309/9341_1__52120.1677864232.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/2815/images/26310/9341_4__84389.1677864232.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/2815/images/26311/9341__15973.1677864232.1280.1280.jpg?c=1,,,,,,,
"8"" WHITE BIG MOUTH PUMPKIN",9341W,636173557968,15.5,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/2874/images/28013/9341W_1__21647.1687465440.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/2874/images/26401/9341W__64969.1687465439.1280.1280.jpg?c=1,,,,,,,,
VINTAGE BLACK CAT HEAD,9903,636173549611,14.5,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/2818/images/26315/9903_3__04938.1677864233.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/2818/images/26316/9903_3__64267.1677864234.1280.1280.jpg?c=1,,,,,,,,
"5"" WHITE JACK O LANTERN CHOIR BOY",9905,636173549635,16.95,3,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/2819/images/28014/9905_1__43761.1687465553.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/2819/images/26481/9905_9906_1__90360.1687465553.1280.1280.jpg?c=1,,,,,,,,
"7"" WHITE JACK O LANTERN CHOIR BOY",9906,636173549642,19.25,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/2820/images/28015/9906_1__87530.1687465581.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/2820/images/26484/9905_9906_1__96231.1678213509.1280.1280.jpg?c=1,,,,,,,,
"5"" ORANGE JACK O LANTERN CHOIR BOY",9907,636173549659,16.95,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/2821/images/26482/9907_3__25313.1678213406.1280.1280.jpg?c=1,,,,,,,,,
"7"" ORANGE JACK O LANTERN CHOIR BOY",9908,636173549666,19.25,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/2822/images/26486/9908_1__05884.1678719834.1280.1280.jpg?c=1,,,,,,,,,
SET/ 3 BLACK EMBOSSED FARM POTS,BF176001,636173596011,89.0,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4290/images/6354/BF176001__64045.1626460224.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4290/images/6355/BF176001_v1__18993.1626460224.1280.1280.jpg?c=1,,,,,,,,
GREEN DIVIDED CADDY,BF176014,636173596066,31.95,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/5547/images/12841/BF176014_v1__15177.1632424978.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/5547/images/12842/BF176014__94969.1632424978.1280.1280.jpg?c=1,,,,,,,,
SET/ 3 OVAL BUCKETS,BF176034,636173596189,53.95,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4291/images/6356/BF176034_v1__60042.1626460224.1280.1280.jpg?c=1,,,,,,,,,
SET/ 2 WHITE WALL MOUNT SCONCES,BF176038,636173596219,49.95,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4292/images/6357/BF176038_v1__50395.1626460224.1280.1280.jpg?c=1,,,,,,,,,
SET/ 3 OVAL PLAID BUCKETS,BF176046,636173596240,53.95,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4293/images/6358/BF176046_6__00940.1626460225.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4293/images/6359/BF176046__68573.1626460225.1280.1280.jpg?c=1,,,,,,,,
SET/ 3 PLAID PAILS,BF176047,636173596257,15.5,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4294/images/6360/BF176047__24629.1626460226.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4294/images/6361/BF176047_3__90926.1626460226.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4294/images/6362/BF176047-_WS182252-_WS182008-_WS182247-_WS182340_web__49933.1626460226.1280.1280.jpg?c=1,,,,,,,
SET/ 2 HOLIDAY GREENERY LONG WALL CONTAINERS,BF176050,636173596288,27.75,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4295/images/6363/BF176050__28473.1626460226.1280.1280.jpg?c=1,,,,,,,,,
SET/ 2 HOLIDAY GREENERY WALL BUCKETS,BF176051,636173596295,26.95,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4296/images/6364/BF176051_4__85998.1626460227.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4296/images/6365/BF176051__40410.1626460227.1280.1280.jpg?c=1,,,,,,,,
SET/ 3 WOOD HANDLE TREE PAILS,BF176058,818342024574,31.95,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4420/images/6366/BF176058__28417.1626460227.1280.1280.jpg?c=1,,,,,,,,,
AGED RED WATERING CAN,BF176062,818342024611,38.5,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/5618/images/12966/BF176062__78870.1632425070.1280.1280.jpg?c=1,,,,,,,,,
"9"" ANTIQUE GOLD  TAPER CANDLE STICK",BF186001,840132901727,10.25,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/5548/images/12843/BF186001-_BF186037_6bzf-nt__82097.1632424980.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/5548/images/12844/BF186001-_BF186037__29679.1632424980.1280.1280.jpg?c=1,,,,,,,,
FARMHOUSE PLAQUE,BF186004,840132901758,8.95,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/5549/images/12846/BF186004__12841.1632424981.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/5549/images/12845/BF186004__2___09376.1633100990.1280.1280.jpg?c=1,,,,,,,,
"14.5"" WHITE TAPER CANDLESTICK",BF186005,840132901765,9.95,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4720/images/6370/BF186005__12054.1653330032.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4720/images/6368/BF186008-_BF186005-_BF186006-_BF186007-_SB157007-_HH185295-_HH185296-_MH187339-2_hzwh-d4__21450.1653330032.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4720/images/6367/BF186005_2__09849.1653330032.1280.1280.jpg?c=1,,,,,,,
"17.5"" WHITE TAPER CANDLESTICK",BF186006,840132901772,10.95,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4721/images/6374/BF186006__83339.1653330002.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4721/images/6372/BF186008-_BF186005-_BF186006-_BF186007-_SB157007-_HH185295-_HH185296-_MH187339-2_x6u1-ih__38874.1653330002.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4721/images/6371/BF186006_1__76890.1653330002.1280.1280.jpg?c=1,,,,,,,
"9"" WHITE TAPER CANDLESTICK",BF186007,840132901789,7.5,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4722/images/6375/BF186007__19062.1653329976.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4722/images/6376/BF186008-_BF186005-_BF186006-_BF186007-_SB157007-_HH185295-_HH185296-_MH187339-2_sb4o-9v__65070.1653329976.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4722/images/6377/BF186005-_BF186006-_BF186007-_BF186008_1wul-lv__67007.1653329976.1280.1280.jpg?c=1,,,,,,,
"12"" WHITE TAPER CANDLESTICK",BF186008,840132901796,8.95,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4723/images/6379/BF186008_1__67613.1626460231.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4723/images/6380/BF186008-_BF186005-_BF186006-_BF186007-_SB157007-_HH185295-_HH185296-_MH187339-2__85227.1626460231.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4723/images/6381/BF186005-_BF186006-_BF186007-_BF186008_gcv6-1p__95509.1626460231.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4723/images/6382/BF186008__18700.1626460231.1280.1280.jpg?c=1,,,,,,
WHITE BIRD FEEDER PLANTER,BF186010,840132901802,48.95,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4724/images/6383/BF186010-_G181020__55785.1626460231.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4724/images/6384/BF186010__92354.1626460231.1280.1280.jpg?c=1,,,,,,,,
FLOWER DESIGN SERVING TRAY,BF186016,840132901826,31.75,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4725/images/6385/BF186016__21570.1626460232.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4725/images/6386/BF186016__2___77827.1626460232.1280.1280.jpg?c=1,,,,,,,,
"14"" WHITE PILLAR CANDLESTICK",BF186023,840132901833,15.95,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4726/images/6387/BF186023__73504.1653329948.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4726/images/6388/HH185298-_SB157038-_SB157013-_BF186024-_BF186023-2_ouej-sk__88716.1653329948.1280.1280.jpg?c=1,,,,,,,,
"16.5"" WHITE PILLAR CANDLESTICK",BF186024,840132901840,18.5,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4727/images/6390/HH185298-_SB157038-_SB157013-_BF186024-_BF186023-2_nek9-s7__33870.1647287331.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4727/images/6389/BF186024__43494.1647287331.1280.1280.jpg?c=1,,,,,,,,
SPARROW'S GARDEN SIGN,BF186025,840132901857,22.25,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4728/images/6391/BF186025_1___57020.1626460233.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4728/images/6392/BF186025__02777.1626460233.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4728/images/6393/BF186025__30593.1626460233.1280.1280.jpg?c=1,,,,,,,
"14"" BLUE PILLAR CANDLESTICK",BF186026,840132901864,18.5,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4729/images/6394/SB157013-_HH185281-_BF186026_z1x8-km__65536.1626460234.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4729/images/6395/BF186026__87575.1626460234.1280.1280.jpg?c=1,,,,,,,,
MARKET FRESH FLOWERS SIGN,BF186027,840132901871,42.5,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4730/images/6396/BF186027_1___43702.1626460234.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4730/images/6397/BF186027__58538.1626460234.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4730/images/6398/BF186027__54751.1626460234.1280.1280.jpg?c=1,,,,,,,
"8.50"" WHITE CORBEL SHELF",BF186028,840132901888,10.25,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4731/images/6399/BF186028_3y0c-qn__49968.1626460235.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4731/images/6400/BF186028__06977.1626460235.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4731/images/6401/BF186028__73862.1626460235.1280.1280.jpg?c=1,,,,,,,
GARDEN SHOPPE FLOWERS & GIFTS,BF186034,840132901895,25.75,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4732/images/6402/BF186034__06985.1626460235.1280.1280.jpg?c=1,,,,,,,,,
GREEN DECORATIVE GABLE BRACKET,BF186035,840132901901,20.95,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4733/images/6403/BF186035_1__21538.1626460236.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4733/images/6404/BF186035_5__06722.1626460236.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4733/images/6405/BF186035__64876.1626460236.1280.1280.jpg?c=1,,,,,,,
"7.5"" ANTIQUE GOLD TAPER CANDLESTICK",BF186037,840132901925,9.75,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/5550/images/12847/BF186001-_BF186037_6bzf-nt__92010.1632424982.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/5550/images/12848/BF186001-_BF186037__36609.1632424982.1280.1280.jpg?c=1,,,,,,,,
"9.5"" DARK GREY PILLAR CANDLESTICK WITH METAL CUP",BF186040,840132901932,13.95,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4734/images/6408/BF186040-_BF186041-_BF186042__92407.1647287269.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4734/images/6406/BF186040-_BF186042-_BF186042-_SB157013-_SB157038-_HH185291__23572.1647287269.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4734/images/6407/BF186040__74154.1647287269.1280.1280.jpg?c=1,,,,,,,
"12.5"" DARK GREY PILLAR CANDLESTICK WITH METAL CUP",BF186041,840132901949,15.95,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4735/images/6409/BF186041__18701.1626460237.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4735/images/6410/BF186041__92085.1626460237.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4735/images/6411/BF186040-_BF186042-_BF186042-_SB157013-_SB157038-_HH185291_tzj8-nw__85181.1626460237.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4735/images/6412/BF186040-_BF186041-_BF186042_on9s-he__75685.1626460237.1280.1280.jpg?c=1,,,,,,
"16.5"" DARK GREY PILLAR CANDLESTICK WITH METAL CUP",BF186042,840132901956,21.5,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4736/images/6415/BF186042__74904.1653329920.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4736/images/6417/BF186040-_BF186041-_BF186042_si8v-fm__60972.1653329920.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4736/images/6416/BF186040-_BF186042-_BF186042-_SB157013-_SB157038-_HH185291_4s3c-45__78290.1653329920.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/4736/images/6414/BF186042_1__59643.1647287251.1280.1280.jpg?c=1,,,,,,
POTTING SHED SIGN WITH METAL FLOWERS,BF186043,840132901963,26.95,0,https://cdn11.bigcommerce.com/s-xvps74vl0m/products/5551/images/12849/BF186043__32015.1633100990.1280.1280.jpg?c=1,,,,,,,,,
