Product Name,Item Number,Store Categories,Detailed Product Description,Product Summary Overview,Size,minimum_quantity,Unit Price,minimum_quantityP2,tier_2_price,minimum_quantityP3,tier_3_price,multiple_of,Product Images,Quantity,MSRP,Sale Price,Ship Days,Is Active,Brand,Categories,Variations,Section,Sku,isImageAvailable,,
LARGE FLURRY- TOP HAT,CHD291,(All) ACG View|ACG Giftware,,,,2,19.5,,,,,2,CHD291-Flurry-Top-Hat-LG.jpg,1,39,,4,1,A Cheerful Giver,Christmas-Snowmen,,Home Decor,67462303291-7,1,,
SMALL FLURRY- TOP HAT,CHD292,(All) ACG View|ACG Giftware,,,,2,12.5,,,,,2,CHD292-Flurry-Top-Hat-SM.jpg,1,25,,4,1,A Cheerful Giver,Christmas-Snowmen,,Home Decor,67462303292-4,1,,
SNOWKID ORNAMENT WITH VEST ,CHD293,(All) ACG View|ACG Giftware,,,,4,2.5,,,,,4,CHD293-Snowkid-Vest-Ornament.jpg,1,5,,4,1,A Cheerful Giver,Christmas-Ornaments,,Home Decor,67462303293-1,1,,
FLURRY ORNAMENT,CHD294,(All) ACG View|ACG Giftware,,,,4,3,,,,,4,CHD294-Flurry-Ornament.jpg,1,6,,4,1,A Cheerful Giver,Christmas-Ornaments,,Home Decor,67462303294-8,1,,
SNOWKID AT PLAY ORNAMENT ,CHD295,(All) ACG View|ACG Giftware,,,,4,2.5,,,,,4,CHD295-Snowkid-at-Play-Ornament.jpg,1,5,,4,1,A Cheerful Giver,Christmas-Ornaments,,Home Decor,67462303295-5,1,,
CHILLY WILLIE ORNAMENT ,CHD296,(All) ACG View|ACG Giftware,,,,4,3,,,,,4,CHD296-Chilly-Willie-Ornament.jpg,1,6,,4,1,A Cheerful Giver,Christmas-Ornaments,,Home Decor,67462303296-2,1,,
TOBOGGANING WILLIES ORNAMENT,CHD297,(All) ACG View|ACG Giftware,,,,4,3.25,,,,,4,CHD297-Willies-Tobogganing-Ornament.jpg,1,6.5,,4,1,A Cheerful Giver,Christmas-Ornaments,,Home Decor,67462303297-9,1,,
WILLIE'S FRESH CUT ORNAMENT,CHD298,(All) ACG View|ACG Giftware,,,,4,2.5,,,,,4,CHD298-Willies-Fresh-Cut-Ornament.jpg,1,5,,4,1,A Cheerful Giver,Christmas-Ornaments,,Home Decor,67462303298-6,1,,
WILLIE WINTER RIDE ORNAMENT,CHD299,(All) ACG View|ACG Giftware,,,,4,3.25,,,,,4,CHD299-Willie-Winter-Ride-Ornament.jpg,1,6.5,,4,1,A Cheerful Giver,Christmas-Ornaments,,Home Decor,67462303299-3,1,,
SKIING WILLIE ORNAMENT,CHD300,(All) ACG View|ACG Giftware,,,,4,2.5,,,,,4,CHD300-Skiing-Willie-Ornament.jpg,1,5,,4,1,A Cheerful Giver,Christmas-Ornaments,,Home Decor,67462303300-6,1,,
BOARDING WILLIE ORNAMENT ,CHD301,(All) ACG View|ACG Giftware,,,,4,2.5,,,,,4,CHD301-Boarding-Willie-Ornament.jpg,1,5,,4,1,A Cheerful Giver,Christmas-Ornaments,,Home Decor,67462303301-3,1,,
SLEDDING WILLIE ORNAMENT,CHD302,(All) ACG View|ACG Giftware,,,,4,2.5,,,,,4,CHD302-Sledding-Willie-Ornament.jpg,1,5,,4,1,A Cheerful Giver,Christmas-Snowmen,,Home Decor,67462303302-0,1,,
CRYSTAL WILLIE WITH VEST ORNAMENT,CHD303,(All) ACG View|ACG Giftware,,,"1.75""ùW x 3.25""ùH x 1""ùD",4,2.5,,,,,4,CHD303-Crystal-Willie-Vest-Orn.jpg,1,5,,4,1,A Cheerful Giver,Christmas-Snowmen,,Home Decor,67462303303-7,1,,
CRYSTAL WILLIE WITH GIFT ORNAMENT,CHD304,(All) ACG View|ACG Giftware,,,"1.5""ùW x 3""ùH x 1.25""ùD",4,2.5,,,,,4,CHD304-Crystal-Willie-Gift-Orn.jpg,1,5,,4,1,A Cheerful Giver,Christmas-Snowmen,,Home Decor,67462303304-4,1,,
CRYSTAL WILLIE SKIING TOP HAT ,CHD305,(All) ACG View|ACG Giftware,,,"1.75""ùW x 3.25""ùH x 1.75""ùD",4,2.5,,,,,4,CHD305-Crystal-Willie-Skiing-TopHat-Orn.jpg,1,5,,4,1,A Cheerful Giver,Christmas-Snowmen,,Home Decor,67462303305-1,1,,
CRYSTAL WILLIE SKIING WITH KNIT CAP ,CHD306,(All) ACG View|ACG Giftware,,,"2""ùW x 4""ùH x 1.75""ùD",4,2.5,,,,,4,CHD306-Crystal-Willie-Skiing-KnitCap-Orn.jpg,1,5,,4,1,A Cheerful Giver,Christmas-Snowmen,,Home Decor,67462303306-8,1,,
CRYSTAL WILLIE CAROLING FAMILY W/ LIGHTS,CHD307,(All) ACG View|ACG Giftware,,,"11.75""ùW x 11""ùH x 2.5""ùD",2,14.5,,,,,2,CHD307-Crystal-Willies-Carolling.jpg,1,29,,4,1,A Cheerful Giver,Christmas-Snowmen,,Home Decor,67462303307-5,1,,
CRYSTAL WILLIE DECORATING ,CHD308,(All) ACG View|ACG Giftware,,,"7.5""ùW x 10""ùH x 4.5""ùD",2,12.5,,,,,2,CHD308-Crystal-Willies-Decorating.jpg,1,25,,4,1,A Cheerful Giver,Christmas-Snowmen,,Home Decor,67462303308-2,1,,
CRYSTAL WILLIE SNOWMAN TRIPLE JUMP,CHD309,(All) ACG View|ACG Giftware,,,"4""ùW x 11""ùH x 3.5""ùD",2,8.5,,,,,2,CHD309-Crystal-Willies-Snowman-Triple.jpg,1,17,,4,1,A Cheerful Giver,Christmas-Snowmen,,Home Decor,67462303309-9,1,,
CRYSTAL WILLIE SNOWMAN TREE IN HAND,CHD310,(All) ACG View|ACG Giftware,,,"5.25""ùW x 9""ùH x 4""ùD",4,7,,,,,4,CHD310-Crystal-Willie-Snowman-Tree.jpg,1,14,,4,1,A Cheerful Giver,Christmas-Snowmen,,Home Decor,67462303310-5,1,,
CRYSTAL WILLIE SLEDDING WITH SANTA ,CHD311,(All) ACG View|ACG Giftware,,,"6""ùW x 6""ùH x 3.25""ùD",4,7.25,,,,,4,CHD311-Crystal-Willie-Kid-Sledding.jpg,1,14.5,,4,1,A Cheerful Giver,Christmas-Snowmen,,Home Decor,67462303311-2,1,,
CRYSTAL WILLIE COUPLE SLEDDING ,CHD312,(All) ACG View|ACG Giftware,,,"6""ùW x 5.25""ùH x 3.25""ùD",4,7.25,,,,,4,CHD312-Crystal-Willie-Couple-Sledding.jpg,1,14.5,,4,1,A Cheerful Giver,Christmas-Snowmen,,Home Decor,67462303312-9,1,,
CRYSTAL WILLIE WITH TREE,CHD313,(All) ACG View|ACG Giftware,,,"3""ùW x 5""ùH x 2.75""ùD",4,3.5,,,,,4,CHD313-Crystal-Willie-with-Tree.jpg,1,7,,4,1,A Cheerful Giver,Christmas-Snowmen,,Home Decor,67462303313-6,1,,
CRYSTAL WILLIE WITH GIFT ,CHD314,(All) ACG View|ACG Giftware,,,"3""ùW x 5.5""ùH x 2""ùD",4,3.5,,,,,4,CHD314-Crystal-Wille-Gift.jpg,1,7,,4,1,A Cheerful Giver,Christmas-Snowmen,,Home Decor,67462303314-3,1,,
CRYSTAL WILLIE BOARDING ,CHD315,(All) ACG View|ACG Giftware,,,"3.5""ùW x 6""ùH x 2""ùD",4,4.5,,,,,4,CHD315-Crystal-Willie-Boarding.jpg,1,9,,4,1,A Cheerful Giver,Christmas-Snowmen,,Home Decor,67462303315-0,1,,
CRYSTAL WILLIE SLEDDING ,CHD316,(All) ACG View|ACG Giftware,,,"3.5""ùW x 5""ùH x 2""ùD",4,4.5,,,,,4,CHD316-Crystal-Willie-Sledding.jpg,1,9,,4,1,A Cheerful Giver,Christmas-Snowmen,,Home Decor,67462303316-7,1,,
CRYSTAL WILLIE SNOWMEN FAMILY,CHD317,(All) ACG View|ACG Giftware,,,"6.5""ùW x 6.75""ùH x 2.75""ùD",4,8,,,,,4,CHD317-Crystal-Willies-Snowman-Family.jpg,1,16,,4,1,A Cheerful Giver,Christmas-Snowmen,,Home Decor,67462303317-4,1,,
CRYSTAL WILLIE SHELF SITTER WITH TOP HAT,CHD318,(All) ACG View|ACG Giftware,"Figurine on the Left. Product Dimensions: 8""ùW x 2.75""ùH x 2""ùD",,,4,3.5,,,,,4,CHD318-319-Crystal-Willie-Shelf-Sitter.jpg,1,7,,4,1,A Cheerful Giver,Christmas-Snowmen,,Home Decor,67462303318-1,1,,
CRYSTAL WILLIE SHELF SITTER WITH KNIT CAP ,CHD319,(All) ACG View|ACG Giftware,"Figurine on the Right. Product Dimensions: 8""ùW x 2.75""ùH x 2""ùD",,,4,3.5,,,,,4,chd318-319-crystal-willie-shelf-sitter_1.jpg,1,7,,4,1,A Cheerful Giver,Christmas-Snowmen,,Home Decor,67462303319-8,1,,
TOBAGGANING CRYSTAL WILLIES ,CHD320,(All) ACG View|ACG Giftware,,,"8""ùW x 4.75""ùH x 3.25""ùD",4,7.5,,,,,4,CHD320-Crystal-Willies-Tobogganing.jpg,1,15,,4,1,A Cheerful Giver,Christmas-Snowmen,,Home Decor,67462303320-4,1,,
ACG Snow Kid Excited ,CHD322,(All) ACG View|ACG Giftware,,,,4,3.5,,,,,4,CHD322-Snow-Kid-Excited.jpg,1,7,,4,1,A Cheerful Giver,Christmas-Snowmen,,Home Decor,67462303322-8,1,,
SNOW FAMILY ,CHD324,(All) ACG View|ACG Giftware,,,,4,4.75,,,,,4,CHD324-Willie-Family-SM.jpg,1,9.5,,4,1,A Cheerful Giver,Christmas-Snowmen,,Home Decor,67462303324-2,1,,
Snowman with Top Hat ? ,CHD327,(All) ACG View|ACG Giftware,,,,2,14,,,,,2,CHD327-Snowman-Top-Hat - Copy.jpg,1,28,,4,1,A Cheerful Giver,Christmas-Snowmen,,Home Decor,67462303327-3,1,,
Snowman with Christmas Tree ? ,CHD329,(All) ACG View|ACG Giftware,,,,2,14,,,,,2,CHD329-Snowman-Christmas-Tree - Copy.jpg,1,28,,4,1,A Cheerful Giver,Christmas-Snowmen,,Home Decor,67462303329-7,1,,
SANTA MOON WITH LIGHTS ,CHD330,(All) ACG View|ACG Giftware,,,,2,14.75,,,,,2,CHD330-Santa-Moon.jpg,1,29.5,,4,1,A Cheerful Giver,Christmas-Santas,,Home Decor,67462303330-3,1,,
SNOWMAN WITH BROOM AND LIGHTS- LET IT SNOW ,CHD331,(All) ACG View|ACG Giftware,,,,2,14.75,,,,,2,CHD331-Snowman-Broom.jpg,1,29.5,,4,1,A Cheerful Giver,Christmas-Snowmen,,Home Decor,67462303331-0,1,,
JACK 'O LATNERN WITH HAT AND LIGHTS ,CHD332,(All) ACG View|ACG Giftware,"LED. 5 hour Timer. Product Dimensions: 9.5""ùW x 15""ùH x 3.5""ùD",,,2,14,,,,,2,CHD332-Jack-O-Lantern-Hat.jpg,1,28,,4,1,A Cheerful Giver,Halloween-Jack O Lanterns,,Home Decor,67462303332-7,1,,
PUMPKIN LANTERN WITH FACE- SMALL ,CHD336,(All) ACG View|ACG Giftware,,,,4,8,,,,,4,CHD336-Small-Pumpkin-Lantern.jpg,1,16,,4,1,A Cheerful Giver,Halloween-Jack O Lanterns,,Home Decor-Pumpkin Decor,67462303336-5,1,,
ACG Jack 'O Lantern With Top Hat Large,CHD337,(All) ACG View|ACG Giftware,,,,2,11.5,,,,,2,CHD337-LG-Top-Hat.jpg,1,23,,4,1,A Cheerful Giver,Halloween-Lamps & Lighting,,Outdoor Home-Outdoor Decor,67462303337-2,1,,
ACG Jack 'O Lantern With Top Hat Small,CHD338,(All) ACG View|ACG Giftware,,,,4,8,,,,,4,CHD338-SM-Top-Hat.jpg,1,16,,4,1,A Cheerful Giver,Halloween-Lamps & Lighting,,Outdoor Home-Outdoor Decor,67462303338-9,1,,
ACG Jack 'O Lantern With Sunflower Hat Large,CHD339,(All) ACG View|ACG Giftware,,,,2,11.5,,,,,2,CHD339-LG-Sunflower-Hat.jpg,1,23,,4,1,A Cheerful Giver,Halloween-Lamps & Lighting,,Outdoor Home-Outdoor Decor,67462303339-6,1,,
FLURRY,CHD34,(All) ACG View|ACG Giftware,,,,4,12.5,,,,,4,CHD34.jpg,1,25,,4,1,A Cheerful Giver,Christmas-Snowmen,,Home Decor,67462303034-0,1,,
JACK 'O LANTERN WITH STOVEPIPE HAT- SMALL,CHD346,(All) ACG View|ACG Giftware,"LED. 5 Hour Timer. Product Dimensions: 4.75""ùW x 7""ùH x 4.5""ùD",,,4,6,,,,,4,CHD346-SM-Stovepipe-Hat.jpg,1,12,4.5,4,1,A Cheerful Giver,Halloween-Jack O Lanterns,,Home Decor,67462303346-4,1,,
JACK 'O LANTERN WITH STOVEPIPE HAT & BUCKLE- LARGE,CHD347,(All) ACG View|ACG Giftware,"LED. 5 Hour Timer. Product Dimensions: 5.5""ùW x 10""ùH x 5.25""ùD",,,4,7.5,,,,,4,CHD347-LG-Stovepipe-Hat-Buckle.jpg,1,15,5.62,4,1,A Cheerful Giver,Halloween-Jack O Lanterns,,Home Decor,67462303347-1,1,,
JACK 'O LANTERN WITH STOVEPIPE HAT & BUCKLE- SMALL,CHD348,(All) ACG View|ACG Giftware,"LED. 5 Hour Timer. Product Dimensions: 4""ùW x 7.5""ùH x 3.75""ùD",,,4,6,,,,,4,CHD348-SM-Stovepipe-Hat-Buckle.jpg,1,12,4.5,4,1,A Cheerful Giver,Halloween-Jack O Lanterns,,Home Decor,67462303348-8,1,,
SMALL FLURRY,CHD35,(All) ACG View|ACG Giftware,"The small flurry lights up with a multicolored LED light. Battery included. Product Dimensions: 3.5""ùW x 6""ùH x 3.5""ùD",,,4,7,,,,,4,CHD35-Small-Flurry.jpg,1,14,,4,1,A Cheerful Giver,Christmas-Snowmen,,Home Decor,67462303035-7,1,,
FALL PUMPKIN SIGN POST,CHD350,(All) ACG View|ACG Giftware,,,,4,9,,,,,4,CHD350-Fall-Pumpkin-Sign-Post.jpg,1,18,,4,1,A Cheerful Giver,Fall & Thanksgiving-Pumpkins,,Home Decor-Pumpkin Decor,67462303350-1,1,,
AUTUMN SUNFLOWER SIGN POST ,CHD351,(All) ACG View|ACG Giftware,,,"5.25""ùW x 10""ùH x 3.5""ùD",4,9,,,,,4,CHD351-Autumn-Sunflower-Sign-Post.jpg,1,18,,4,1,A Cheerful Giver,Fall & Thanksgiving-Home Decor,,Home Decor,67462303351-8,1,,
SCARECROW SIGN POST ,CHD352,(All) ACG View|ACG Giftware,,,"5.5""ùW x 10.25""ùH x 3.25""ùD",4,9,,,,,4,CHD352-Scarecrow-Sign-Post.jpg,1,18,,4,1,A Cheerful Giver,Fall & Thanksgiving-Scarecrows,,Home Decor,67462303352-5,1,,
PUMPKIN PATCH WHEEL BARROW,CHD354,(All) ACG View|ACG Giftware,,,"3""ùW x 2""ùH x 1.5""ùD",4,3,,,,,4,CHD354-Pumpkin-Wheelbarrow.jpg,1,6,,4,1,A Cheerful Giver,Fall & Thanksgiving-Pumpkins,,Outdoor Home-Pumpkin Decor,67462303354-9,1,,
FARM MARKET STAND,CHD355,(All) ACG View|ACG Giftware,,,"3""ùW x 4.125""ùH x 1.25""ùD",4,4,,,,,4,CHD355-Farmers-Market-Stand.jpg,1,8,,4,1,A Cheerful Giver,Fall & Thanksgiving-Home Decor,,Home Decor,67462303355-6,1,,
CHRISTMAS TRUCK- SMALL ,CHD361,(All) ACG View|ACG Giftware,,,,4,6.5,,,,,4,CHD361-SM-Christmas-Truck.jpg,1,13,,4,1,A Cheerful Giver,Christmas-Home DÈcor,,Home Decor,67462303361-7,1,,
PUMPKIN COTTAGE,CHD362,(All) ACG View|ACG Giftware,,,,4,6.5,,,,,4,CHD362-Pumpkin-Cottage.jpg,1,13,,4,1,A Cheerful Giver,Fall & Thanksgiving-Pumpkins,,Home Decor-Pumpkin Decor,67462303362-4,1,,
BARN OWL WITH LIGHT- LARGE,CHD364,(All) ACG View|ACG Giftware,,,,2,8.5,,,,,2,CHD364-Large-Barn-Owl.jpg,1,17,,4,1,A Cheerful Giver,Fall & Thanksgiving-Home Decor,,Home Decor,67462303364-8,1,,
BARN OWL WITH LIGHT- SMALL,CHD365,(All) ACG View|ACG Giftware,,,,4,7.5,,,,,4,CHD365-Small-Barn-Owl.jpg,1,15,,4,1,A Cheerful Giver,Fall & Thanksgiving-Home Decor,,Home Decor,67462303365-5,1,,
SHELL BAG,CHD366,(All) ACG View|ACG Giftware,,,,2,9,,,,,2,CHD366-Shell-Bag.jpg,1,18,,4,1,A Cheerful Giver,Beach & Seashore-Shell Decor,,Home Decor,67462303366-2,1,,
WELCOME SIGN WITH NAUTICAL ROPE,CHD367,(All) ACG View|ACG Giftware,,,,2,10.5,,,,,2,CHD367-Welcome-Sign.jpg,1,21,,4,1,A Cheerful Giver,Beach & Seashore-Signs,,Home Decor,67462303367-9,1,,
BEACH SIGN WITH NATUTICAL ROPE,CHD368,(All) ACG View|ACG Giftware,,,,2,8,,,,,2,CHD368-Beach-Sign.jpg,1,16,,4,1,A Cheerful Giver,Beach & Seashore-Signs,,"Wall Decor, Signs & Art-Beach & Seashore",67462303368-6,1,,
RELAX SIGN WITH NATUTICAL ROPE,CHD369,(All) ACG View|ACG Giftware,,,,2,8,,,,,2,CHD369-Relax-Sign.jpg,1,16,,4,1,A Cheerful Giver,Beach & Seashore-Signs,,"Wall Decor, Signs & Art-Beach & Seashore",67462303369-3,1,,
SANTA BABY,CHD37,(All) ACG View|ACG Giftware,"The small santa lights up with a multicolored LED light. Battery included. Product Dimensions: 3.25""ùW x 6""ùH x 3.25""ùD",,,4,7,,,,,4,chd37-small-santa.jpg,1,14,,4,1,A Cheerful Giver,Christmas-Lighting & Lamps,,Lamps & Lighting-Bulbs,67462303037-1,1,,
LIGHT BULB CARDINAL & PINECONES,CHD372,(All) ACG View|ACG Giftware,"Etched Glass with LED lights. 5 hour timer. Product Dimensions: 4""ùW x 8.5""ùH",,,4,9,,,,,4,CHD372-Cardinal-Pinecones-Lightbulb.jpg,1,18,,4,1,A Cheerful Giver,Christmas-Lighting & Lamps,,Lamps & Lighting-Bulbs,67462303372-3,1,,
LIGHT BULB PINECONES & BOW,CHD373,(All) ACG View|ACG Giftware,"Etched Glass with LED lights. 5 hour timer. Product Dimensions: 4""ùW x 8.5""ùH",,,4,9,,,,,4,CHD373-Pinecones-Bow-Lightbulb.jpg,1,18,,4,1,A Cheerful Giver,Christmas-Lighting & Lamps,,Lamps & Lighting-Bulbs,67462303373-0,1,,
LIGHT BULB HARVEST,CHD374,(All) ACG View|ACG Giftware,"Etched Glass with LED lights. 5 hour timer. Product Dimensions: 4""ùW x 8.5""ùH",,,4,9,,,,,4,CHD374-Harvest-Lightbulb.jpg,1,18,,4,1,A Cheerful Giver,Fall & Thanksgiving-Lamps & Lighting,,Lamps & Lighting-Bulbs,67462303374-7,1,,
LIGHT BULB SNOWMAN,CHD375,(All) ACG View|ACG Giftware,"Etched Glass with LED lights. 5 hour timer. Product Dimensions: 4""ùW x 8.5""ùH",,,4,9,,,,,4,CHD375-Snowman-Lightbulb.jpg,1,18,,4,1,A Cheerful Giver,Christmas-Lighting & Lamps,,Lamps & Lighting-Bulbs,67462303375-4,1,,
LIGHT BULB OWLS & LEAVES,CHD376,(All) ACG View|ACG Giftware,"Etched Glass with LED lights. 5 hour timer. Product Dimensions: 4""ùW x 8.5""ùH",,,4,9,,,,,4,CHD376-Owl-Leaves-Lightbulb.jpg,1,18,,4,1,A Cheerful Giver,Fall & Thanksgiving-Lamps & Lighting,,Lamps & Lighting-Bulbs,67462303376-1,1,,
LARGE CRACKLE CARDINAL & PINECONES,CHD378,(All) ACG View|ACG Giftware,,,,4,9.75,,,,,4,CHD378-LG-Cardinal-Pinecones.jpg,1,19.5,,4,1,A Cheerful Giver,Christmas-Lighting & Lamps,,Lamps & Lighting-Table Lamps,67462303378-5,1,,
SMALL CRACKLE CARDINAL & PINECONES,CHD379,(All) ACG View|ACG Giftware,,,,4,7.5,,,,,4,CHD379-SM-Cardinal-Pinecones.jpg,1,15,,4,1,A Cheerful Giver,Christmas-Lighting & Lamps,,Lamps & Lighting-Table Lamps,67462303379-2,1,,
LARGE CRACKLE PUMPKIN HARVEST,CHD380,(All) ACG View|ACG Giftware,,,,4,9.75,,,,,4,CHD380-LG-Pumpkin-Harvest.jpg,1,19.5,,4,1,A Cheerful Giver,Fall & Thanksgiving-Pumpkins,,Lamps & Lighting-Table Lamps,67462303380-8,1,,
SMALL CRACKLE PUMPKIN HARVEST,CHD381,(All) ACG View|ACG Giftware,,,,4,7.5,,,,,4,CHD381-SM-Pumpkin-Harvest.jpg,1,15,,4,1,A Cheerful Giver,Fall & Thanksgiving-Pumpkins,,Lamps & Lighting-Table Lamps,67462303381-5,1,,
LARGE OWL,CHD44,(All) ACG View|ACG Giftware,,,,4,9.5,,,,,4,CHD44.jpg,1,19,,4,1,A Cheerful Giver,Fall & Thanksgiving-Home Decor,,Home Decor,67462303044-9,1,,
SMALL OWL,CHD45,(All) ACG View|ACG Giftware,,,,4,7,,,,,4,CHD45.jpg,1,14,,4,1,A Cheerful Giver,Fall & Thanksgiving-Home Decor,,Home Decor,67462303045-6,1,,
WINE BARREL BOTTLE HOLDER,CHD46,(All) ACG View|ACG Giftware,,,,2,14,,,,,2,599.jpg,1,28,,4,1,A Cheerful Giver,Vintage Home-Home DÈcor,,Gourmet Food & Wine-Wine Wall Decor,67462303046-3,1,,
WINE BOTTLE HOLDER WITH CORK SCREW,CHD47,(All) ACG View|ACG Giftware,,,,2,11.75,,,,,2,597.jpg,1,23.5,,4,1,A Cheerful Giver,Christmas-Kitchen,,Gourmet Food & Wine-Wine Wall Decor,67462303047-0,1,,
WINE PAPER TOWEL HOLDER,CHD48,(All) ACG View|ACG Giftware,,,,2,9.5,,,,,2,600.jpg,1,19,,4,1,A Cheerful Giver,Vintage Home-Home DÈcor,,Gourmet Food & Wine-Wine Wall Decor,67462303048-7,1,,
TUSCANY WINE BOTTLE HOLDER,CHD49,(All) ACG View|ACG Giftware,,,,2,9.75,,,,,2,598.jpg,1,19.5,,4,1,A Cheerful Giver,Vintage Home-Home DÈcor,,Gourmet Food & Wine-Wine Wall Decor,67462303049-4,1,,
RUSTIC BOTTLE HOLDERS ,CHD50,(All) ACG View|ACG Giftware,,,,2,14,,,,,2,CHD50.jpg,1,28,,4,1,A Cheerful Giver,Vintage Home-Home DÈcor,,Gourmet Food & Wine-Wine Wall Decor,67462303050-0,1,,
SNOWMAN WITH CANDY CANE,CHD59,(All) ACG View|ACG Giftware,,,,2,11.75,,,,,2,CHD59.jpg,1,23.5,,4,1,A Cheerful Giver,Christmas-Snowmen,,Home Decor,67462303059-3,1,,
STAR SNOWMAN ON STAND,CHD63,(All) ACG View|ACG Giftware,"7.375""W x 15.625""H",,,2,7.5,,,,,2,chd63-star-snowman-on-stand.jpg,1,15,,4,1,A Cheerful Giver,Christmas-Snowmen,,Home Decor-Wooden Decor,67462303063-0,1,,
SNOWMAN WITH HEART,CHD65,(All) ACG View|ACG Giftware,"16""W x 18""H",,,2,11.5,,,,,2,chd65-snowman-with-heart.jpg,1,23,,4,1,A Cheerful Giver,Christmas-Snowmen,,Home Decor-Wooden Decor,67462303065-4,1,,
LARGE PUMPKIN LANTERN,CHD79,(All) ACG View|ACG Giftware,,,,4,14,,,,,4,CHD79.jpg,1,28,,4,1,A Cheerful Giver,Fall & Thanksgiving-Pumpkins,,Home Decor-Pumpkin Decor,67462303079-1,1,,
SNOWMAN LANTERN,CHD84,(All) ACG View|ACG Giftware,"5Hr Timer LED. Product Dimensions: 6""ùW x 6""ùH",,,4,9,,,,,4,CHD84-Snowman-Lantern.jpg,1,18,,4,1,A Cheerful Giver,Christmas-Snowmen,,Lamps & Lighting-Lanterns,67462303084-5,1,,
BABY SNOWMAN BAG,CHD85,(All) ACG View|ACG Giftware,"5Hr Timer LED. Product Dimensions: 4.75""ùW x 5.5""ùH",,,4,7,,,,,4,chd85-baby-snowman-bag.jpg,1,14,,4,1,A Cheerful Giver,Christmas-Snowmen,,Lamps & Lighting-LED Lights,67462303085-2,1,,
SNOWMAN BAG,CHD86,(All) ACG View|ACG Giftware,,,,4,11.5,,,,,4,CHD86.jpg,1,23,,4,1,A Cheerful Giver,Christmas-Snowmen,,Lamps & Lighting-LED Lights,67462303086-9,1,,
BABY SANTA BAG,CHD87,(All) ACG View|ACG Giftware,,,,4,7,,,,,4,CHD87.jpg,1,14,,4,1,A Cheerful Giver,Christmas-Santas,,Lamps & Lighting-LED Lights,67462303087-6,1,,
LITTLE SNOW BOY,CHD96,(All) ACG View|ACG Giftware,"Seasonal Home Figurine: Little Snow Boy measures 3.5""W x 6.5""H x 3""D",,,2,8,,,,,2,CHD96-Little-Snow-Boy.jpg,1,16,,4,1,A Cheerful Giver,Christmas-Snowmen,,Home Decor,67462303096-8,1,,
LITTLE SNOW GIRL,CHD97,(All) ACG View|ACG Giftware,"Seasonal Home Figurine: Little Snow Girl measures 3.5""W x 6.5""H x 3""D",,,2,8,,,,,2,CHD97-Little-Snow-Girl.jpg,1,16,,4,1,A Cheerful Giver,Christmas-Snowmen,,Home Decor,67462303097-5,1,,
Humming Bird Ultrasonic Diffuser,CE07,(All) ACG View|ACG Giftware|(Newest) Additions,CHEERFUL ULTRASONIC DIFFUSERS,"Two mist modes
Auto shut off when water runs out
Lights up in 7 popular colors
This Ultrasonic Diffuser uses ultrasonic waves to instantly vaporize water and essential oil to produce a cool, dry fragrant mist.",,4,16.5,,,,,4,ce07-humming-bird.jpg,1,33,,4,1,A Cheerful Giver,Farmhouse Home-Home Decor,,Candles & Fragrances-Diffusers,67462301807-2,1,,
Harmony Taupe Ultrasonic Diffuser,CE08,(All) ACG View|ACG Giftware|(Newest) Additions,CHEERFUL ULTRASONIC DIFFUSERS,"Two mist modes
Auto shut off when water runs out
Lights up in 7 popular colors
This Ultrasonic Diffuser uses ultrasonic waves to instantly vaporize water and essential oil to produce a cool, dry fragrant mist.",,4,16.5,,,,,4,ce08-harmony-taupe.jpg,1,33,,4,1,A Cheerful Giver,Farmhouse Home-Home Decor,,Candles & Fragrances-Diffusers,67462301808-9,1,,
Tapestry Red Ultrasonic Diffuser,CE09,(All) ACG View|ACG Giftware|(Newest) Additions,CHEERFUL ULTRASONIC DIFFUSERS,"Two mist modes
Auto shut off when water runs out
Lights up in 7 popular colors
This Ultrasonic Diffuser uses ultrasonic waves to instantly vaporize water and essential oil to produce a cool, dry fragrant mist.",,4,16.5,,,,,4,ce09-tapestry-red.jpg,1,33,,4,1,A Cheerful Giver,Farmhouse Home-Home Decor,,Candles & Fragrances-Diffusers,67462301809-6,1,,
Vintage Gray Ultrasonic Diffuser,CE10,(All) ACG View|ACG Giftware|(Newest) Additions,CHEERFUL ULTRASONIC DIFFUSERS,"Two mist modes
Auto shut off when water runs out
Lights up in 7 popular colors
This Ultrasonic Diffuser uses ultrasonic waves to instantly vaporize water and essential oil to produce a cool, dry fragrant mist.",,4,16.5,,,,,4,ce10-vintage-gray.jpg,1,33,,4,1,A Cheerful Giver,Farmhouse Home-Home Decor,,Candles & Fragrances-Diffusers,67462301810-2,1,,
Butterfly Ultrasonic Diffuser,CE29,(All) ACG View|ACG Giftware|(Newest) Additions,CHEERFUL ULTRASONIC DIFFUSERS,"Two mist modes
Auto shut off when water runs out
Lights up in 7 popular colors
This Ultrasonic Diffuser uses ultrasonic waves to instantly vaporize water and essential oil to produce a cool, dry fragrant mist.",,4,16.5,,,,,4,ce29-butterfly.jpg,1,33,,4,1,A Cheerful Giver,Farmhouse Home-Home Decor,,Candles & Fragrances-Diffusers,67462301829-4,1,,
