"""Cocktail Congregation"" Name Drop Large Flag - (1 LINE TEXT)",4719,,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. With Name Drop, you have the ability to customize the flag to your area! There is a 21 character limit. Please put your customization text in the ""Order Comments"" section when checking out. Please notate the item number when submitting your text.Please note: the font, color, an size of the customization cannot be changed; there is a 10% over/under; and your custom coaster will ship within 1 - 2 weeks of order placement. 4718; 4719

W: 431""
H: 612""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/4719_l.jpg,4719_l.jpg,UPC Code: 096069047193,|||||,Carson800,4719_l.jpg,
"Gilded Expressions ""For A Reason"" Mini Plate",64718,,"Gilded Expressions mini plates are made of ceramic and come individually retail packaged with an included wire easel!

Height: 4.5""
Width: 6.5""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/64718_l.jpg,64718_l.jpg,UPC Code: 096069647188,|||||,Carson800,64718_l.jpg,
"""Country Roads"" Round Car Coaster - Bulk",CB74471,,"Our round car coasters will fit most cup holders and are made from absorbent stoneware. Will work for hot and cold beverages and absorb spills and condensation. These are designed, printed and packaged in the USA. Work best with the counter top display 70001.

Also available in packaged form item #CC74470

DIA: 2.75""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/CB74471_l.jpg,CB74471_l.jpg,UPC Code: 096069744719,|||||,Carson800,CB74471_l.jpg,
"""Beautiful Soul"" Wallet Reminder",24719,,"This wallet reminder is made of UV printed, powder coated metal. The size of a credit card, this item serves as a reminder for a loved one to carry close by. Each card comes with a gift envelop. They are designed and printed in the USA!

W: 2.125""
H: 3.325""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/24719_l.jpg,24719_l.jpg,UPC Code: 096069247197,|||||,Carson800,24719_l.jpg,
"""T"" Summer Floral Dura Soft™ Garden Flag",50471,,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

W: 12.5""
H: 18""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/50471_l.jpg,50471_l.jpg,UPC Code: 096069504719,|||||,Carson800,50471_l.jpg,
"""Granddaughter Blessing"" Music Box",18472,,"Music Box is velvet lined, includes a hand crank music mechanism and plays a popular song! All sentiment cards can be replaced with a personal photograph. Maximize your sales by purchasing one of the Music Box Displays item 17480 or 17479. Plays ""Everything Is Beautiful"".

Height: 4""
Width: 6""
Depth: 2.5""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/18472_l.jpg,18472_l.jpg,UPC Code: 096069184720,|||||,Carson800,18472_l.jpg,
"""Enjoy The Ride"" Round Car Coaster - Bulk",CB74721,,"Our round car coasters will fit most cup holders and are made from absorbent stoneware. Will work for hot and cold beverages and absorb spills and condensation. These are designed, printed and packaged in the USA. Work best with the counter top display 70001.

Also available in packaged form Item #CC74720 and Assortment #CB74738

DIA: 2.75""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/CB74721_l.jpg,CB74721_l.jpg,UPC Code: 096069747215,|||||,Carson800,CB74721_l.jpg,
"""Enjoy The Ride"" Round Car Coaster - Packaged",CC74720,,"Our round car coasters are individually packaged in a poly bag with an insert card. There will be a UPC sticker on the back of the poly bag. The packaging will include a slot for our standing packed car coaster display 70002 or the counter top car coaster display 70003.

Also available in bulk pack item # CB74721 and Assortment #CB74738

DIA: 2.75""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/CC74720_l.jpg,CC74720_l.jpg,UPC Code: 096069747208,|||||,Carson800,CC74720_l.jpg,
"""Wherever You Go"" Wallet Reminder",24720,,"This wallet reminder is made of UV printed, powder coated metal. The size of a credit card, this item serves as a reminder for a loved one to carry close by. Each card comes with a gift envelop. They are designed and printed in the USA!

W: 2.125""
H: 3.325""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/24720_l.jpg,24720_l.jpg,UPC Code: 096069247203,|||||,Carson800,24720_l.jpg,
"""Singing Loud For All To Hear"" 20oz Tumbler",70472,,"This tumbler is made from thick 18/8 stainless steel. Keeps hot drinks hot and cold drinks cold while the double wall design keeps it from sweating. Hand wash recommended. Designed and UV printed in the USA!!!

H: 7""
DIA: 3.5""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/70472_l.jpg,70472_l.jpg,UPC Code: 096069704720,|||||,Carson800,70472_l.jpg,
